,Team,Role_Name,Task_Name,Claim,Creation_Date,Due_Date,Days_Overdue
529,A1,TU-DO KEVIN_8245_INJURY MANAGEMENT ADVISOR,USR: Contact THP,08200047957,2022-01-13 00:00:00,2022-01-13 00:00:00,0
530,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,CRT: Certificate Registered,08210005057,2022-01-13 00:00:00,2022-01-12 00:00:00,1
531,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,CRT: Process Weekly Comp (Straight Through),08210009710,2022-01-13 00:00:00,2022-01-11 00:00:00,2
532,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,CRT: Process Weekly Comp (Straight Through),08210009710,2022-01-13 00:00:00,2022-01-11 00:00:00,2
533,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,CRT: Process Weekly Comp Payment (Direct Payee),08210033281,2022-01-13 00:00:00,2022-01-12 00:00:00,1
534,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,CRT: Query Certificate,08210040672,2022-01-05 00:00:00,2022-01-04 00:00:00,9
535,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,DOC: Medical and Like,08210008436,2022-01-13 00:00:00,2022-01-13 00:00:00,0
536,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,DOC: Medical and Like,08210031843,2022-01-13 00:00:00,2022-01-13 00:00:00,0
537,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,GEN: 13 Week Reduction,08210034507,2021-11-09 00:00:00,2021-12-06 00:00:00,38
538,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,GEN: Make Weekly Payments,08210044348,2022-01-11 00:00:00,2022-01-13 00:00:00,0
539,A1,VUJICIC NINA_8253_RETURN TO WORK SPECIALIST,GEN: Record Case Conference Outcome,08200037307,2021-11-12 00:00:00,2022-01-07 00:00:00,6
540,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08200043838,2021-12-24 00:00:00,2021-12-27 00:00:00,17
541,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08200063274,2021-12-24 00:00:00,2021-12-27 00:00:00,17
542,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08210019797,2021-12-24 00:00:00,2021-12-27 00:00:00,17
543,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08210028885,2021-12-24 00:00:00,2021-12-27 00:00:00,17
544,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08210029389,2021-12-24 00:00:00,2021-12-27 00:00:00,17
545,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08210034277,2022-01-12 00:00:00,2022-01-13 00:00:00,0
546,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Prepare Adverse Decision Letter,08140026740,2021-11-10 00:00:00,2021-11-25 00:00:00,49
547,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Prepare Adverse Decision Letter,08200044565,2021-12-23 00:00:00,2021-12-27 00:00:00,17
548,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,ADV: Prepare Adverse Decision Letter,08200049007,2022-01-10 00:00:00,2022-01-12 00:00:00,1
549,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,CRT: Query Certificate,08210032978,2022-01-10 00:00:00,2022-01-12 00:00:00,1
550,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Current Weekly Earnings,08190061593,2022-01-13 00:00:00,2022-01-12 00:00:00,1
551,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Current Weekly Earnings,08200043838,2022-01-13 00:00:00,2022-01-12 00:00:00,1
552,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Current Weekly Earnings,08210005303,2022-01-13 00:00:00,2022-01-12 00:00:00,1
553,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Current Weekly Earnings,08210028021,2022-01-13 00:00:00,2022-01-12 00:00:00,1
554,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Medical and Like,08200020534,2022-01-13 00:00:00,2022-01-12 00:00:00,1
555,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Medical and Like,08200040828,2022-01-13 00:00:00,2022-01-13 00:00:00,0
556,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08200041076,2022-01-13 00:00:00,2022-01-12 00:00:00,1
557,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08200041076,2022-01-13 00:00:00,2022-01-13 00:00:00,0
558,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08200044565,2022-01-13 00:00:00,2022-01-12 00:00:00,1
559,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08210024041,2022-01-13 00:00:00,2022-01-12 00:00:00,1
560,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08210039780,2022-01-13 00:00:00,2022-01-13 00:00:00,0
561,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,DOC: Weekly Payments,08200043838,2022-01-13 00:00:00,2022-01-11 00:00:00,2
562,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: 13 Week Reduction,08210032978,2021-11-03 00:00:00,2021-12-29 00:00:00,15
563,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: 13 Week Reduction,08210039780,2021-12-02 00:00:00,2022-01-10 00:00:00,3
564,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: 52 Week Reduction,08140026740,2021-10-13 00:00:00,2021-12-13 00:00:00,31
565,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: 52 Week Reduction,08200052696,2021-12-27 00:00:00,2022-01-08 00:00:00,5
566,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: 52 Week Reduction,08200063274,2021-12-28 00:00:00,2022-01-11 00:00:00,2
567,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,GEN: Send PIAWE Confirmation Letters,08210041846,2022-01-12 00:00:00,2022-01-13 00:00:00,0
568,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,IME: Arrange IME Appointment,08200052696,2021-11-09 00:00:00,2022-01-10 00:00:00,3
569,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,IME: Record IME Purpose and Details,08200043838,2021-11-18 00:00:00,2021-11-29 00:00:00,45
570,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,MSR: Record Medical & Like Service Request Details,08200020534,2021-12-14 00:00:00,2021-12-16 00:00:00,28
571,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,MSR: Send Letters - M&L Service Request Approved,08200039897,2022-01-13 00:00:00,2022-01-13 00:00:00,0
572,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,MSR: Send Letters - M&L Service Request Approved,08200044565,2022-01-11 00:00:00,2022-01-11 00:00:00,2
573,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,MSR: Send Letters - M&L Service Request Approved,08210032978,2022-01-12 00:00:00,2022-01-12 00:00:00,1
574,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,SIP: Seek Information from Provider,08210003680,2021-12-15 00:00:00,2021-12-22 00:00:00,22
575,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,SUP: Employer contributions are ceasing,08200044565,2021-12-17 00:00:00,2021-12-21 00:00:00,23
576,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,SUP: Record Employer's Super Contribution Details,08200046709,2021-12-01 00:00:00,2021-12-29 00:00:00,15
577,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,SUP: Request Super Entitlement Notice,08200052696,2021-12-22 00:00:00,2021-12-24 00:00:00,20
578,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,SUP: Send Letter to Employer - Super Details,08200052696,2021-12-22 00:00:00,2021-12-24 00:00:00,20
579,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08140026740,2021-12-14 00:00:00,2021-12-28 00:00:00,16
580,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08200039897,2021-12-17 00:00:00,2021-12-21 00:00:00,23
581,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08210008025,2021-12-02 00:00:00,2021-12-03 00:00:00,41
582,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08210041846,2022-01-10 00:00:00,2022-01-12 00:00:00,1
583,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08210045842,2022-01-10 00:00:00,2022-01-12 00:00:00,1
584,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Provider,08210017142,2021-12-06 00:00:00,2021-12-10 00:00:00,34
585,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact THP,08210032978,2021-12-16 00:00:00,2022-01-13 00:00:00,0
586,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08200035419,2021-11-29 00:00:00,2022-01-07 00:00:00,6
587,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08200039897,2021-12-17 00:00:00,2022-01-06 00:00:00,7
588,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210028021,2021-12-14 00:00:00,2022-01-03 00:00:00,10
589,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210039780,2021-12-17 00:00:00,2022-01-08 00:00:00,5
590,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210041846,2022-01-10 00:00:00,2022-01-12 00:00:00,1
591,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210045842,2022-01-10 00:00:00,2022-01-12 00:00:00,1
592,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Other Task,08140026740,2021-12-14 00:00:00,2021-12-15 00:00:00,29
593,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Other Task,08200052696,2021-12-03 00:00:00,2022-01-07 00:00:00,6
594,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Other Task,08210005303,2021-11-15 00:00:00,2022-01-11 00:00:00,2
595,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Other Task,08210019797,2021-12-16 00:00:00,2021-12-21 00:00:00,23
596,A1,WILKINS NADIA_8266_RETURN TO WORK CASE MANAGER,USR: Other Task,08210028021,2021-10-29 00:00:00,2021-12-21 00:00:00,23
597,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,GEN: Calculate PIAWE,08210038383,2021-11-26 00:00:00,2022-01-11 00:00:00,2
598,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,II: Confirm if Incremental Increase Applicable,08200059084,2021-04-08 00:00:00,2021-11-01 00:00:00,73
599,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,INV: Allied Health,08200011624,2021-12-13 00:00:00,2021-12-13 00:00:00,31
600,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,INV: Employer Liability,08200020547,2021-12-30 00:00:00,2021-12-30 00:00:00,14
601,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,INV: Employer Liability,08210036819,2021-12-24 00:00:00,2021-12-24 00:00:00,20
602,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Employer,08200036751,2021-11-27 00:00:00,2022-01-12 00:00:00,1
603,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact THP,08200058124,2021-09-09 00:00:00,2021-11-16 00:00:00,58
604,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Worker,08200074739,2021-12-01 00:00:00,2022-01-13 00:00:00,0
605,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Worker,08210012312,2021-11-04 00:00:00,2021-12-22 00:00:00,22
606,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Worker,08210021879,2021-12-22 00:00:00,2022-01-12 00:00:00,1
607,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Worker,08210029237,2021-11-15 00:00:00,2021-12-16 00:00:00,28
608,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Contact Worker,12070046528,2021-07-06 00:00:00,2021-10-01 00:00:00,104
609,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08130014034,2022-01-05 00:00:00,2022-01-12 00:00:00,1
610,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08180042111,2021-10-18 00:00:00,2021-11-15 00:00:00,59
611,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08190057138,2021-10-26 00:00:00,2021-10-27 00:00:00,78
612,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08200060688,2021-11-19 00:00:00,2021-12-09 00:00:00,35
613,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08210002021,2021-10-28 00:00:00,2021-12-07 00:00:00,37
614,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08210021617,2021-11-18 00:00:00,2021-12-08 00:00:00,36
615,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08210042272,2021-12-22 00:00:00,2022-01-13 00:00:00,0
616,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Other Task,08210045143,2021-12-23 00:00:00,2022-01-13 00:00:00,0
617,A2,BABAYIGIT ALEV_10626_RETURN TO WORK CLAIMS PROCESSOR,USR: Re-allocate Claim to New Segment,08200020929,2021-12-20 00:00:00,2022-01-12 00:00:00,1
618,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,CRT: Certificate Registered,08210001624,2022-01-13 00:00:00,2022-01-12 00:00:00,1
619,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,GEN: Contact Employer,08210043899,2022-01-07 00:00:00,2022-01-12 00:00:00,1
620,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,GEN: Contact Worker,08210043899,2022-01-07 00:00:00,2022-01-12 00:00:00,1
621,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Contact Provider,08200047889,2021-11-25 00:00:00,2022-01-13 00:00:00,0
622,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200057963,2021-11-25 00:00:00,2022-01-11 00:00:00,2
623,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Contact THP,08210036220,2021-12-23 00:00:00,2022-01-13 00:00:00,0
624,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08200061085,2021-12-23 00:00:00,2022-01-13 00:00:00,0
625,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210038943,2021-12-16 00:00:00,2022-01-13 00:00:00,0
626,A2,BACUD NADINE_8273_RETURN TO WORK CASE MANAGER,USR: Other Task,08200035312,2022-01-05 00:00:00,2022-01-13 00:00:00,0
627,A2,BARDEN MELINDA_9225_TECHNICAL MANAGER,GEN: Record Case Conference Outcome,08200015879,2021-11-26 00:00:00,2022-01-05 00:00:00,8
628,A2,BARDEN MELINDA_9225_TECHNICAL MANAGER,GEN: Record Case Conference Outcome,08210007466,2021-10-05 00:00:00,2021-12-17 00:00:00,27
629,A2,BARDEN MELINDA_9225_TECHNICAL MANAGER,CRT: Process Late Reimbursement Request,08200075589,2022-01-13 00:00:00,2022-01-13 00:00:00,0
630,A2,BARDEN MELINDA_9225_TECHNICAL MANAGER,ADV: Endorse Letter - Adverse Decision,13020052656,2022-01-13 00:00:00,2022-01-13 00:00:00,0
631,A2,BARDEN MELINDA_9225_TECHNICAL MANAGER,CRT: Process Late Reimbursement Request,08200076096,2022-01-13 00:00:00,2022-01-13 00:00:00,0
632,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,DOC: Medical and Like,08200033084,2022-01-13 00:00:00,2022-01-13 00:00:00,0
633,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08200048202,2022-01-13 00:00:00,2022-01-13 00:00:00,0
634,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,DOC: RTW and Rehabilitation,08200048202,2022-01-13 00:00:00,2022-01-13 00:00:00,0
635,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Calculate PIAWE,08210018523,2022-01-04 00:00:00,2022-01-10 00:00:00,3
636,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,04150022640,2021-10-28 00:00:00,2022-01-05 00:00:00,8
637,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,04200047672,2021-11-17 00:00:00,2022-01-05 00:00:00,8
638,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08190046152,2021-11-27 00:00:00,2022-01-07 00:00:00,6
639,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08190064723,2021-09-10 00:00:00,2022-01-06 00:00:00,7
640,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200026253,2021-09-09 00:00:00,2022-01-05 00:00:00,8
641,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200034452,2021-11-04 00:00:00,2022-01-07 00:00:00,6
642,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200037996,2021-09-06 00:00:00,2021-12-17 00:00:00,27
643,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200045483,2021-09-10 00:00:00,2021-10-21 00:00:00,84
644,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200048202,2021-05-21 00:00:00,2022-01-04 00:00:00,9
645,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200052502,2021-08-06 00:00:00,2022-01-04 00:00:00,9
646,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200061823,2021-11-05 00:00:00,2022-01-07 00:00:00,6
647,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200063627,2021-11-18 00:00:00,2022-01-13 00:00:00,0
648,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200067649,2021-09-10 00:00:00,2022-01-06 00:00:00,7
649,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08200068703,2021-12-13 00:00:00,2022-01-10 00:00:00,3
650,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08210006328,2021-11-05 00:00:00,2022-01-05 00:00:00,8
651,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08210009639,2021-09-10 00:00:00,2022-01-05 00:00:00,8
652,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08210010783,2021-11-27 00:00:00,2022-01-07 00:00:00,6
653,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08210025765,2021-11-12 00:00:00,2022-01-06 00:00:00,7
654,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,GEN: Record Case Conference Outcome,08210030572,2021-11-27 00:00:00,2022-01-04 00:00:00,9
655,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,IME: Record IME Purpose and Details,08200063627,2021-11-18 00:00:00,2022-01-05 00:00:00,8
656,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,IME: Record IME Purpose and Details,08210007466,2021-12-13 00:00:00,2022-01-05 00:00:00,8
657,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,INV: Medical Practitioner,08200065162,2021-12-21 00:00:00,2021-12-20 00:00:00,24
658,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,INV: Pharmacy,08210037627,2021-12-31 00:00:00,2021-12-22 00:00:00,22
659,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,INV: THP Report,08200026253,2021-12-24 00:00:00,2021-12-22 00:00:00,22
660,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,OR: Confirm OR Service Details,04150022640,2021-11-04 00:00:00,2022-01-05 00:00:00,8
661,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08200015879,2021-11-26 00:00:00,2022-01-05 00:00:00,8
662,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08200048134,2021-11-30 00:00:00,2022-01-10 00:00:00,3
663,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200015879,2021-11-26 00:00:00,2022-01-10 00:00:00,3
664,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200033482,2021-12-01 00:00:00,2022-01-13 00:00:00,0
665,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200068499,2021-12-13 00:00:00,2022-01-10 00:00:00,3
666,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08200034452,2021-12-01 00:00:00,2022-01-11 00:00:00,2
667,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08200068499,2021-12-13 00:00:00,2022-01-10 00:00:00,3
668,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210035878,2021-12-14 00:00:00,2022-01-13 00:00:00,0
669,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210037627,2021-12-14 00:00:00,2022-01-13 00:00:00,0
670,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08190013570,2021-11-08 00:00:00,2022-01-10 00:00:00,3
671,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08200027566,2021-09-13 00:00:00,2022-01-13 00:00:00,0
672,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08200027566,2021-12-29 00:00:00,2022-01-13 00:00:00,0
673,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08200034452,2021-12-01 00:00:00,2022-01-11 00:00:00,2
674,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08200052502,2021-10-08 00:00:00,2021-10-15 00:00:00,90
675,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08200063627,2021-12-03 00:00:00,2022-01-05 00:00:00,8
676,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Other Task,08210006328,2021-11-08 00:00:00,2022-01-04 00:00:00,9
677,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,USR: Re-allocate Claim to New Segment,08190013570,2021-12-14 00:00:00,2022-01-10 00:00:00,3
678,A2,FAKI BIRCAN_8271_RETURN TO WORK CASE MANAGER,WSV: Arrange IME Appointment,08200028439,2021-07-26 00:00:00,2022-01-13 00:00:00,0
679,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,CRT: Process Weekly Compensation Payment,08210027310,2022-01-11 00:00:00,2022-01-11 00:00:00,2
680,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,DOC: Claim Administration,08200030281,2022-01-13 00:00:00,2022-01-11 00:00:00,2
681,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,DOC: Medical and Like,08210007589,2022-01-13 00:00:00,2022-01-12 00:00:00,1
682,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,IME: Notify Parties of IME Appointment,08200037967,2022-01-12 00:00:00,2022-01-13 00:00:00,0
683,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,MSR: Send Letters - M&L Service Request Approved,08210007589,2022-01-13 00:00:00,2022-01-13 00:00:00,0
684,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,USR: Contact Employer,08200065887,2021-12-17 00:00:00,2022-01-13 00:00:00,0
685,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,USR: Contact Worker,08210038299,2021-12-09 00:00:00,2022-01-13 00:00:00,0
686,A2,KACHYCKYJ LUKE_8256_RETURN TO WORK CASE MANAGER,USR: Other Task,08200077367,2021-12-14 00:00:00,2022-01-13 00:00:00,0
687,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,CRT: Certificate Registered,08200061182,2022-01-13 00:00:00,2022-01-11 00:00:00,2
688,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,CRT: Process Weekly Comp (Straight Through),08210001323,2022-01-13 00:00:00,2022-01-10 00:00:00,3
689,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,USR: Contact THP,08190039457,2021-10-14 00:00:00,2022-01-12 00:00:00,1
690,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200033343,2022-01-11 00:00:00,2021-01-15 00:00:00,363
691,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,USR: Contact THP,08200058438,2021-12-14 00:00:00,2022-01-12 00:00:00,1
692,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,USR: Other Task,08200043867,2021-12-09 00:00:00,2022-01-11 00:00:00,2
693,A2,MCNICHOLAS BRIGID_8272_RETURN TO WORK CASE MANAGER,USR: Other Task,08210019959,2021-12-14 00:00:00,2022-01-11 00:00:00,2
694,A2,NGUYEN INGA_8270_RETURN TO WORK CASE MANAGER,INV: Worker Reimbursement,08210035917,2021-12-15 00:00:00,2021-12-14 00:00:00,30
695,A2,NGUYEN INGA_8270_RETURN TO WORK CASE MANAGER,ADV: Notify Parties of Adverse Decision,08210038325,2022-01-04 00:00:00,2022-01-05 00:00:00,8
